net,length_um
po_0.regf_0.rf\[7\]\[0\],11.28
_1050_,11.26
_0365_,11.22
po_0.regf_0.rf\[2\]\[3\],11.215
po_0.regf_0.rf\[9\]\[10\],11.2
_0638_,11.18
_0392_,11.14
_0930_,11.14
_1038_,11.14
po_0.alu_0._10_\[7\],11.12
_0609_,11.08
_0796_,11.08
_0867_,11.08
po_0.regf_0.rp_addr\[0\],11.04
po_0.regf_0.rf\[1\]\[12\],10.96
_1487_,10.9
_0634_,10.88
_1483_,10.88
_1154_,10.86
_0085_,10.825
_1005_,10.8
I_rd,10.78
_0751_,10.78
_1118_,10.78
_1450_,10.78
_0155_,10.725
_1388_,10.72
_0487_,10.7
_0753_,10.7
_0936_,10.7
I_data[3],10.66
_0927_,10.66
clock,10.66
_1133_,10.64
_0959_,10.62
po_0.alu_0._10_\[10\],10.62
_0556_,10.58
I_data[4],10.57
_1004_,10.56
_0783_,10.54
po_0.regf_0.rq_addr\[2\],10.5
_0367_,10.44
_1210_,10.44
led_clock,10.44
_0860_,10.42
_0966_,10.42
_0801_,10.4
po_0.regf_0.rf\[13\]\[14\],10.4
_0934_,10.36
po_0.regf_0.rf\[3\]\[6\],10.36
_0164_,10.305
_0191_,10.305
_0907_,10.28
_1211_,10.28
_0893_,10.26
D_R_data[3],10.2
D_R_data[5],10.2
po_0._1_\[15\],10.18
_0209_,10.1
_0423_,10.06
_1482_,10.005
_0526_,10
D_W_data[0],9.98
D_addr[1],9.98
D_addr[5],9.98
D_wr,9.98
I_addr[13],9.98
I_addr[3],9.98
I_addr[4],9.98
I_addr[9],9.98
_1131_,9.96
po_0.muxf_0.rf_w_data\[3\],9.94
_0171_,9.905
_0896_,9.9
_1266_,9.86
_1462_,9.86
leds[0],9.86
_0942_,9.82
_1344_,9.82
_0011_,9.76
_0836_,9.75
_1185_,9.74
_1249_,9.74
_1333_,9.74
_0653_,9.72
_1177_,9.7
po_0.regf_0.rf\[3\]\[8\],9.7
_0062_,9.685
_0120_,9.685
_0636_,9.66
D_R_data[14],9.64
D_R_data[15],9.64
_0850_,9.64
po_0.regf_0.rf\[9\]\[15\],9.58
_0756_,9.54
_0968_,9.52
_1039_,9.52
_0626_,9.48
_1022_,9.48
_1102_,9.48
_1132_,9.46
_0305_,9.445
_0823_,9.44
po_0.regf_0.rf\[8\]\[0\],9.44
D_R_data[10],9.4
D_R_data[9],9.4
_1335_,9.4
_0972_,9.36
_0991_,9.36
_0996_,9.36
_0486_,9.3
_0522_,9.3
_0757_,9.28
_0762_,9.28
_0309_,9.245
_0337_,9.245
po_0.regf_0.rf\[2\]\[9\],9.235
D_R_data[2],9.21
_0334_,9.205
po_0.alu_0._11_\[4\],9.19
I_data[12],9.18
_0944_,9.18
_0076_,9.125
_0608_,9.12
_1064_,9.12
I_addr[8],9.06
_1090_,9.06
_1403_,9.02
_0615_,9.015
_0472_,8.98
D_addr[0],8.96
D_addr[2],8.96
D_addr[7],8.96
D_rd,8.96
I_addr[10],8.96
I_addr[12],8.96
I_addr[1],8.96
leds[1],8.96
_0195_,8.945
_0675_,8.94
_1294_,8.94
_0671_,8.92
_1171_,8.92
_0498_,8.9
_1317_,8.9
_1352_,8.9
_1401_,8.9
_0210_,8.865
_0569_,8.86
_1011_,8.86
D_R_data[13],8.84
I_data[15],8.84
I_data[5],8.84
I_data[6],8.84
I_data[9],8.84
_1093_,8.84
_1125_,8.84
_1375_,8.84
_0668_,8.8
_1143_,8.8
_1174_,8.8
_0119_,8.745
_0321_,8.725
D_R_data[1],8.72
I_data[11],8.72
_0122_,8.665
_0575_,8.6
_0695_,8.6
_0776_,8.6
_0913_,8.6
_1037_,8.6
_1494_,8.6
_0635_,8.58
_1334_,8.58
_0015_,8.56
_0371_,8.56
_0466_,8.56
_1081_,8.56
_0356_,8.52
_1138_,8.52
_1063_,8.5
_1325_,8.5
po_0.alu_0._11_\[1\],8.5
_0276_,8.485
_0322_,8.485
_1366_,8.48
_1402_,8.48
_0024_,8.445
_0393_,8.44
_1059_,8.44
_1220_,8.44
_1238_,8.44
_1246_,8.44
_0020_,8.425
_1312_,8.42
_0391_,8.4
po_0.alu_0._11_\[12\],8.39
_0592_,8.36
_0355_,8.34
_0375_,8.32
_0538_,8.28
_1070_,8.28
_0220_,8.26
_1190_,8.24
po_0.regf_0.w_addr\[0\],8.22
po_0.regf_0.rf\[5\]\[13\],8.2
_0036_,8.165
_0109_,8.165
_0909_,8.14
_1381_,8.14
_1152_,8.1
_1491_,8.1
_0344_,8.06
D_addr[3],8.04
_1222_,8.04
po_0.regf_0._5_\[7\],8.02
_0715_,8
po_0.regf_0.rp_addr\[1\],8
_0560_,7.98
_1241_,7.98
_0469_,7.94
_1077_,7.94
_1252_,7.94
_0140_,7.88
_0177_,7.88
_1472_,7.88
po_0.regf_0.rq_addr\[3\],7.86
_0359_,7.84
po_0.regf_0._3_\[8\],7.82
_0023_,7.805
_0292_,7.805
_0354_,7.8
_1052_,7.78
po_0.regf_0.rf\[8\]\[14\],7.78
_0078_,7.765
_0148_,7.765
_0413_,7.76
_1303_,7.74
_1396_,7.68
_0167_,7.645
_0622_,7.64
_0740_,7.64
_1043_,7.64
_1209_,7.64
_1503_,7.64
_0296_,7.605
_1267_,7.6
_0676_,7.58
_1411_,7.58
_1140_,7.56
_1218_,7.56
_1276_,7.56
_1044_,7.52
_1307_,7.52
_1322_,7.52
_0196_,7.485
_0352_,7.46
po_0.regf_0.rq_addr\[1\],7.46
_0404_,7.44
_0539_,7.44
_0656_,7.44
_1201_,7.44
_1391_,7.44
_1144_,7.425
_0866_,7.42
_0226_,7.345
_0555_,7.24
_0577_,7.22
_1288_,7.22
_1497_,7.22
_0842_,7.18
_0894_,7.18
_1258_,7.18
_0895_,7.14
I_addr[15],7.13
_1235_,7.12
_0834_,7.1
_1192_,7.1
_1278_,7.1
_1380_,7.1
_0517_,7.06
_0904_,7.06
_1016_,7.06
_1025_,7.06
_1046_,7.06
_0286_,7.045
_0890_,7.04
_0116_,7.015
_0147_,7
_0515_,6.98
_1036_,6.98
_1274_,6.98
po_0.regf_0.rf\[13\]\[13\],6.98
_0265_,6.96
_1170_,6.96
_1178_,6.94
_0060_,6.925
_0013_,6.905
_0464_,6.9
_0402_,6.86
_1484_,6.855
_1455_,6.78
D_R_data[12],6.77
_0350_,6.76
_0604_,6.76
_0674_,6.76
_1086_,6.76
_1134_,6.76
_1500_,6.76
_0679_,6.74
_0817_,6.72
_0882_,6.72
_1287_,6.72
_0199_,6.685
_0218_,6.685
_0273_,6.685
_0304_,6.685
_0663_,6.64
_0953_,6.64
_1155_,6.64
_1229_,6.64
_1362_,6.64
_0669_,6.62
_0788_,6.6
_1035_,6.6
_1230_,6.6
_1424_,6.6
po_0.regf_0.rf\[5\]\[14\],6.6
I_addr[14],6.57
_0219_,6.565
I_data[10],6.55
po_0.alu_0._11_\[15\],6.54
_0545_,6.52
_0689_,6.52
_0855_,6.52
_0889_,6.52
_0235_,6.465
_0316_,6.465
_0543_,6.44
po_0.regf_0.rq_addr\[0\],6.42
_1359_,6.4
_0146_,6.365
_0320_,6.365
D_R_data[0],6.33
_0787_,6.3
_0813_,6.3
_0885_,6.3
_0891_,6.3
_0981_,6.3
_1009_,6.3
_1193_,6.3
_1236_,6.3
_1374_,6.3
_0595_,6.285
_0691_,6.28
_0139_,6.265
_0513_,6.26
_0534_,6.26
_0572_,6.26
_0921_,6.26
_1346_,6.26
D_W_data[5],6.21
D_W_data[7],6.21
leds[2],6.21
leds[3],6.21
_0979_,6.2
po_0.alu_0._10_\[0\],6.2
_0810_,6.18
_0865_,6.18
_0954_,6.18
_1332_,6.18
_1504_,6.18
_0290_,6.16
_0957_,6.14
_1007_,6.14
_1049_,6.14
_1231_,6.14
_1240_,6.14
_1248_,6.14
_1299_,6.14
_1305_,6.14
_1437_,6.14
_0900_,6.12
reset,6.11
D_R_data[11],6.09
D_R_data[6],6.09
_1160_,6.06
_1259_,6.06
po_0.alu_0._11_\[2\],6.05
_0026_,6.04
_0224_,6.025
_0324_,6.005
_0213_,5.965
_1368_,5.96
_0431_,5.94
_1498_,5.86
_1502_,5.86
_0340_,5.84
_0987_,5.84
_1058_,5.84
_1223_,5.84
_1355_,5.84
po_0.alu_0._10_\[8\],5.82
_0033_,5.805
_0082_,5.805
_0223_,5.805
_0345_,5.8
_0983_,5.8
_1078_,5.8
_1309_,5.8
D_W_data[10],5.77
_0044_,5.765
_0280_,5.765
I_addr[0],5.75
I_data[1],5.75
_0892_,5.74
_1012_,5.74
_1042_,5.74
_1067_,5.74
_1096_,5.74
_1208_,5.74
_1247_,5.74
_1283_,5.74
_1286_,5.74
po_0.alu_0._11_\[0\],5.74
_0546_,5.72
_0826_,5.72
_0931_,5.72
_0997_,5.72
_1135_,5.72
_1146_,5.72
_1400_,5.72
_0683_,5.68
_1105_,5.68
_1117_,5.68
_1207_,5.68
_1257_,5.68
_1264_,5.68
po_0.alu_0._11_\[10\],5.66
I_data[8],5.65
_0054_,5.62
_0261_,5.62
_0302_,5.62
po_0.regf_0._3_\[9\],5.62
_1068_,5.6
_1467_,5.6
_0012_,5.545
D_W_data[12],5.53
D_W_data[13],5.53
D_W_data[15],5.53
D_W_data[1],5.53
D_W_data[2],5.53
D_W_data[4],5.53
D_W_data[8],5.53
I_addr[2],5.53
I_addr[5],5.53
I_addr[7],5.53
_0093_,5.525
_0307_,5.525
_0091_,5.52
_0306_,5.505
po_0.alu_0._10_\[11\],5.5
_1478_,5.49
_0249_,5.48
_0028_,5.435
_0361_,5.38
_0377_,5.38
_0642_,5.38
_0844_,5.38
_0873_,5.38
_0935_,5.38
_1149_,5.38
_1216_,5.38
_1354_,5.38
_1471_,5.38
_1495_,5.38
_1499_,5.38
_1506_,5.38
_0881_,5.36
_0040_,5.345
_0170_,5.345
_0259_,5.345
_0565_,5.34
_0782_,5.34
_0849_,5.34
_0945_,5.34
_0975_,5.34
_1071_,5.34
_1245_,5.34
_1293_,5.34
_0238_,5.325
I_data[2],5.31
_0043_,5.305
_0131_,5.305
_0027_,5.265
_0132_,5.265
_0742_,5.26
_0808_,5.26
_0884_,5.26
_1088_,5.26
_1095_,5.26
_1284_,5.26
_1465_,5.26
_1489_,5.26
_0230_,5.255
_0364_,5.22
_0558_,5.22
_0714_,5.22
_0880_,5.22
_0920_,5.22
_1026_,5.22
_1031_,5.22
D_W_data[3],5.19
D_addr[6],5.19
I_data[14],5.19
_1157_,5.17
_0032_,5.16
_0124_,5.16
_0168_,5.16
_0184_,5.16
_0274_,5.16
_0459_,5.16
_1188_,5.14
_0570_,5.12
_1480_,5.12
_0242_,5.095
_0046_,5.085
_0047_,5.085
_0255_,5.085
_1164_,5.06
_0127_,5.045
_0035_,5.02
_0557_,5.02
_0373_,4.97
_0496_,4.92
_0832_,4.92
_0952_,4.92
_1089_,4.92
_1097_,4.92
_1239_,4.92
_1280_,4.92
_1291_,4.92
_1331_,4.92
po_0.alu_0._10_\[6\],4.92
uc_0._03_,4.92
_0655_,4.9
_0854_,4.9
_1100_,4.9
_0511_,4.88
_0737_,4.88
_0772_,4.88
_0951_,4.88
_0985_,4.88
_1017_,4.88
_1212_,4.88
_1217_,4.88
_1253_,4.88
_1492_,4.88
po_0.alu_0._10_\[12\],4.88
D_W_data[11],4.85
D_W_data[14],4.85
D_W_data[6],4.85
D_addr[4],4.85
_0052_,4.845
_0172_,4.845
_0471_,4.82
_1369_,4.82
po_0.regf_0._5_\[2\],4.82
_0169_,4.805
_0597_,4.8
_0759_,4.8
_0941_,4.8
_1015_,4.8
_1279_,4.8
_1311_,4.8
_1328_,4.8
_1353_,4.8
_1358_,4.8
_1496_,4.8
_0887_,4.78
_0929_,4.76
_1018_,4.76
_1045_,4.76
_1255_,4.76
_1327_,4.76
_0621_,4.7
_0719_,4.7
_0863_,4.68
_0993_,4.68
_0289_,4.625
D_R_data[4],4.61
_0447_,4.6
po_0.alu_0._11_\[13\],4.6
_0173_,4.545
_0388_,4.48
_0436_,4.48
_0614_,4.48
_0846_,4.48
_0567_,4.46
_0752_,4.46
_0794_,4.46
_0914_,4.46
_1066_,4.46
_1196_,4.46
_1221_,4.46
_1308_,4.46
_1364_,4.46
_1393_,4.46
po_0.alu_0._10_\[4\],4.46
_1010_,4.44
_0034_,4.425
_0053_,4.425
_0178_,4.425
_0245_,4.425
_0602_,4.42
_0773_,4.42
_0977_,4.42
_1048_,4.42
_1079_,4.42
_1296_,4.42
_0097_,4.385
_0258_,4.385
_0312_,4.385
_0688_,4.36
_0837_,4.36
_1055_,4.36
_1094_,4.36
_0438_,4.34
_0562_,4.34
_0605_,4.34
_0883_,4.34
_0903_,4.34
_0916_,4.34
_1101_,4.34
_1189_,4.34
_1219_,4.34
_1233_,4.34
_1234_,4.34
_1260_,4.34
_1360_,4.34
_0197_,4.325
_0250_,4.325
_0329_,4.295
_0098_,4.24
_0144_,4.24
_0188_,4.24
_0382_,4.24
_0398_,4.24
_1184_,4.22
_0831_,4.2
_0150_,4.165
_0552_,4.14
po_0.regf_0._3_\[5\],4.14
net22,4.14
po_0.alu_0._10_\[1\],4.1
_0049_,4.085
_0068_,4.085
_0548_,4.02
_0586_,4.02
_0620_,4.02
_0864_,4
_0923_,4
_1065_,4
_1215_,4
_1237_,4
_1256_,4
_1326_,4
_1343_,4
_1382_,4
_0221_,3.985
_1109_,3.98
_0030_,3.965
_0099_,3.965
_0123_,3.965
_0065_,3.955
_0315_,3.955
I_data[7],3.93
_1321_,3.93
_0029_,3.925
_0333_,3.925
_1060_,3.9
_1175_,3.9
_0490_,3.88
_0703_,3.88
_0824_,3.88
_0827_,3.88
_1114_,3.88
_1460_,3.88
_0228_,3.865
_0330_,3.865
_0201_,3.8
_1441_,3.76
_0058_,3.705
_0253_,3.705
_0284_,3.705
_0236_,3.68
_0452_,3.68
_1197_,3.68
_0594_,3.66
_0763_,3.66
_1168_,3.66
_0038_,3.625
_0090_,3.625
_0135_,3.625
_0231_,3.625
_0233_,3.625
_0299_,3.625
_0300_,3.625
_0637_,3.56
_0818_,3.56
_1150_,3.56
_1345_,3.56
_1347_,3.56
_1458_,3.56
_0468_,3.54
_0477_,3.54
_0488_,3.54
_0502_,3.54
_0536_,3.54
_0554_,3.54
_0658_,3.54
_0998_,3.54
_1106_,3.54
_1122_,3.54
_1142_,3.54
_1179_,3.54
_1194_,3.54
_1214_,3.54
_1228_,3.54
_1268_,3.54
_1290_,3.54
po_0.alu_0._11_\[3\],3.54
po_0.alu_0._11_\[6\],3.54
_0064_,3.515
_0216_,3.515
_0039_,3.505
_0042_,3.505
_0143_,3.505
_0158_,3.505
_0318_,3.505
_0014_,3.465
_0070_,3.465
_0096_,3.465
_0113_,3.465
_0225_,3.465
_0806_,3.44
_0925_,3.44
_1085_,3.44
_1130_,3.44
_0792_,3.42
_0924_,3.42
_1434_,3.42
_0031_,3.405
_0051_,3.405
_0067_,3.405
_0111_,3.405
_0114_,3.405
_0126_,3.405
_0162_,3.405
_0174_,3.405
_0202_,3.405
_0251_,3.405
_0270_,3.405
_0277_,3.405
_0288_,3.405
_0291_,3.405
_0319_,3.405
_0269_,3.34
_0287_,3.34
_0326_,3.34
_0327_,3.34
_0101_,3.32
_0152_,3.32
_0301_,3.32
_0323_,3.32
_0325_,3.32
_1452_,3.3
_0074_,3.275
_0045_,3.245
_0217_,3.245
_0272_,3.245
_0332_,3.245
_0022_,3.225
_0500_,3.22
_0613_,3.22
_0744_,3.22
po_0.regf_0.rq_rd,3.2
net78,3.2
_0260_,3.175
_0311_,3.175
_0021_,3.125
_0494_,3.1
_0631_,3.1
_1449_,3.1
_1110_,3.08
_1226_,3.08
_1250_,3.08
_1285_,3.08
_1297_,3.08
po_0.alu_0._10_\[2\],3.08
po_0.alu_0._10_\[3\],3.08
po_0.alu_0._10_\[9\],3.08
po_0.regf_0._3_\[15\],3.08
_0222_,3.065
_0182_,3.045
_0194_,3.045
_0198_,3.045
_0314_,3.045
_0081_,3.005
_0112_,3.005
_0133_,3.005
_0200_,3.005
_0229_,3.005
_0241_,3.005
_1108_,2.98
_0692_,2.96
_0702_,2.96
_0726_,2.96
_0734_,2.96
_0807_,2.96
_1023_,2.96
_1024_,2.96
_1121_,2.96
_1269_,2.96
net7,2.96
_0017_,2.945
_0061_,2.945
_0072_,2.945
_0077_,2.945
_0080_,2.945
_0083_,2.945
_0086_,2.945
_0088_,2.945
_0092_,2.945
_0110_,2.945
_0128_,2.945
_0134_,2.945
_0136_,2.945
_0151_,2.945
_0163_,2.945
_0166_,2.945
_0187_,2.945
_0189_,2.945
_0190_,2.945
_0192_,2.945
_0203_,2.945
_0204_,2.945
_0206_,2.945
_0207_,2.945
_0232_,2.945
_0243_,2.945
_0248_,2.945
_0262_,2.945
_0267_,2.945
_0268_,2.945
_0271_,2.945
_0283_,2.945
_0297_,2.945
_0303_,2.945
_0313_,2.945
_0095_,2.86
_0100_,2.86
_0157_,2.86
_0215_,2.86
_0279_,2.86
_0390_,2.86
_0922_,2.86
_0018_,2.785
_0117_,2.785
_0130_,2.785
_0440_,2.76
_0733_,2.76
_1419_,2.76
_1451_,2.76
_1448_,2.74
_0048_,2.715
_0066_,2.715
_0115_,2.715
_0193_,2.715
_0214_,2.715
_0266_,2.715
_0310_,2.715
_0519_,2.64
_1501_,2.64
po_0.alu_0._10_\[5\],2.64
_0417_,2.62
_0463_,2.62
_0950_,2.62
_1062_,2.62
_1107_,2.62
_1183_,2.62
_1318_,2.62
_0833_,2.59
_0056_,2.585
_0335_,2.585
_0041_,2.545
_0055_,2.545
_0059_,2.545
_0094_,2.545
_0118_,2.545
_0125_,2.545
_0138_,2.545
_0149_,2.545
_0159_,2.545
_0165_,2.545
_0179_,2.545
_0183_,2.545
_0185_,2.545
_0237_,2.545
_0244_,2.545
_0252_,2.545
_0254_,2.545
_0281_,2.545
_0282_,2.545
_0673_,2.52
_0723_,2.52
_0999_,2.52
_1084_,2.52
_1181_,2.52
_0596_,2.5
_0786_,2.5
_0901_,2.5
_0928_,2.5
_1047_,2.5
_1056_,2.5
_1069_,2.5
_1104_,2.5
_1162_,2.5
_1298_,2.5
_0208_,2.425
_0397_,2.4
_0510_,2.4
_0009_,2.375
_0071_,2.375
_0075_,2.375
_0181_,2.375
_0037_,2.325
_0069_,2.325
_0087_,2.325
_0106_,2.325
_0108_,2.325
_0175_,2.325
_0205_,2.325
_0240_,2.325
_0278_,2.325
_0317_,2.325
_0331_,2.325
_0362_,2.3
_0852_,2.28
_0016_,2.255
_0129_,2.255
_0160_,2.255
_0263_,2.255
_0328_,2.255
_0212_,2.235
_0227_,2.205
_0764_,2.185
_0550_,2.18
_1431_,2.18
_0449_,2.16
_0505_,2.16
_0509_,2.16
_1000_,2.16
_1019_,2.16
_1172_,2.16
_1292_,2.16
_1505_,2.16
po_0.regf_0._3_\[12\],2.16
_0073_,2.125
_0247_,2.125
_0294_,2.125
_0308_,2.125
_0050_,2.085
_0084_,2.085
_0137_,2.085
_0153_,2.085
_0154_,2.085
_0962_,2.06
_1001_,2.06
_1006_,2.06
_0533_,2.04
_0542_,2.04
_0750_,2.04
_0948_,2.04
_1028_,2.04
_1275_,2.04
_1295_,2.04
_1329_,2.04
_1473_,2.04
_0141_,2.035
_0025_,1.865
_0102_,1.865
_0103_,1.865
_0105_,1.865
_0107_,1.865
_0121_,1.865
_0142_,1.865
_0145_,1.865
_0156_,1.865
_0180_,1.865
_0246_,1.865
_0256_,1.865
_0285_,1.865
_0293_,1.865
_0527_,1.82
_0785_,1.82
_0384_,1.72
_0406_,1.72
_1139_,1.72
_1361_,1.72
_0489_,1.7
_0795_,1.7
_0799_,1.7
_1057_,1.7
_1083_,1.7
_1116_,1.7
_0582_,1.6
_0771_,1.6
_0805_,1.6
_0908_,1.6
_0933_,1.6
_0949_,1.6
_0955_,1.6
_0989_,1.6
_1051_,1.6
_1074_,1.6
_1075_,1.6
_1082_,1.6
_1103_,1.6
_1277_,1.6
_1320_,1.6
_0063_,1.575
_0089_,1.575
_0161_,1.575
_0176_,1.575
_0186_,1.575
_0234_,1.575
_0257_,1.575
_0264_,1.575
_0275_,1.575
_0298_,1.575
_0019_,1.405
_0057_,1.405
_0843_,1.38
_0491_,1.36
_0630_,1.36
_0690_,1.14
_0745_,1.14
_0841_,1.14
_0902_,1.14
_0905_,1.14
_0910_,1.14
_0911_,1.14
_0912_,1.14
_0932_,1.14
_0943_,1.14
_0956_,1.14
_0964_,1.14
_0970_,1.14
_1003_,1.14
_1008_,1.14
_1020_,1.14
_1027_,1.14
_1029_,1.14
_1030_,1.14
_1076_,1.14
_1087_,1.14
_1227_,1.14
_1242_,1.14
_1261_,1.14
_1265_,1.14
_1271_,1.14
_1272_,1.14
_1273_,1.14
_1310_,1.14
_1330_,1.14
_0507_,0.92
_0647_,0.92
_1147_,0.92
po_0.alu_0._11_\[7\],0.92
_0606_,0.46
